date, pm25, pm10, o3, no2, co
2020/7/22, , 8, 30, , 1
2020/7/23, , 9, 29, , 1
2020/7/24, , 10, 32, , 1
2020/7/25, , 9, 26, 1, 1
2020/7/26, , 9, 28, 1, 1
2020/7/27, , 12, 28, , 1
2020/7/28, , 10, 23, , 1
2020/7/29, , 10, 26, , 1
2020/7/30, , 10, 28, , 1
2020/7/31, , 10, 28, 2, 1
2020/8/1, , 9, 25, , 1
2020/8/2, , 9, 27, , 1
2020/8/3, , 7, 29, , 1
2020/8/4, , 8, 48, 2, 1
2020/8/5, , 17, 56, 3, 1
2020/8/6, , 21, 47, 3, 1
2020/8/7, , 16, 49, 1, 1
2020/8/8, , 18, 45, 2, 1
2020/8/9, , 16, 49, 2, 1
2020/8/10, , 22, 27, 1, 1
2020/8/11, , 11, 29, 1, 1
2020/8/12, , 9, 36, 2, 1
2020/8/13, , 14, 44, 3, 1
2020/8/14, , 19, 63, 2, 1
2020/8/15, , 21, 62, 4, 1
2020/8/16, , 23, 48, 3, 1
2020/8/17, , 20, 47, 2, 1
2020/8/18, , 21, 39, 3, 1
2020/8/19, , 10, 35, 3, 1
2020/8/20, , 15, 29, 4, 1
2020/8/21, , 12, 33, 1, 1
2020/8/22, , 12, 29, , 1
2020/8/23, , 8, 29, , 1
2020/8/24, , 8, 31, , 1
2020/8/25, , 9, 25, 1, 1
2020/8/26, , 10, 25, 1, 1
2020/8/27, , 6, 25, 2, 1
2020/8/28, , 7, 28, 1, 1
2020/8/29, , 9, 28, 1, 1
2020/8/30, , 8, 27, , 1
2020/8/31, , 6, 23, 1, 1
2020/9/1, , 7, 25, 1, 1
2020/9/2, , 8, 35, 1, 1
2020/9/3, , 9, 28, , 1
2020/9/4, , 8, 27, , 1
2020/9/5, , 10, 25, , 1
2020/9/6, , 7, 28, , 1
2020/9/7, , 9, 23, 1, 1
2020/9/8, , 9, 20, , 1
2020/9/9, , 9, 27, , 1
2020/9/10, , 10, 33, 2, 1
2020/9/11, , 12, 30, 1, 1
2020/9/12, , 15, 25, , 1
2020/9/13, , 16, 29, 2, 1
2020/9/14, , 13, 44, 7, 1
2020/9/15, , 20, 28, 2, 1
2020/9/16, , 11, 27, , 1
2020/9/17, , 6, 30, 2, 1
2020/9/18, , 9, 25, 2, 1
2020/9/19, , 11, 25, 2, 1
2020/9/20, , 15, 31, 3, 1
2020/9/21, , 11, 34, 6, 1
2020/9/22, , 23, 52, 5, 1
2020/9/23, , 26, 42, 3, 2
2020/9/24, , 18, 27, 3, 1
2020/9/25, , 10, 24, 1, 1
2020/9/26, , 10, 31, , 2
2020/9/27, , 35, 19, 2, 1
2020/9/28, , 16, 29, 4, 1
2020/9/29, , 10, 32, 3, 1
2020/9/30, , 10, 23, 2, 1
2020/4/1, , 9, 37, , 1
2020/4/2, , 15, 34, , 1
2020/4/3, , 15, 34, 1, 1
2020/4/4, , 13, 37, 3, 1
2020/4/5, , 11, 38, 4, 1
2020/4/6, , 22, 30, 2, 1
2020/4/7, , 16, 30, 5, 1
2020/4/8, , 17, 33, , 1
2020/4/9, , 12, 36, , 1
2020/4/10, , 16, 34, 1, 1
2020/4/11, , 14, 38, 1, 1
2020/4/12, , 13, 35, , 1
2020/4/13, , 11, 38, , 1
2020/4/14, , 10, 37, , 1
2020/4/15, , 20, 38, , 1
2020/4/16, , 11, 35, 1, 1
2020/4/17, , 12, 36, 1, 1
2020/4/18, , 9, 36, 1, 1
2020/4/19, , 8, 34, 2, 1
2020/4/20, , 9, 37, 3, 1
2020/4/21, , 10, 38, 3, 1
2020/4/22, , 11, 43, 3, 1
2020/4/23, , 12, 39, 1, 1
2020/4/24, , 15, 38, , 1
2020/4/25, , 6, 37, , 1
2020/4/26, , 9, 41, 1, 1
2020/4/27, , 12, 38, , 1
2020/4/28, , 5, 32, 1, 1
2020/4/29, , 7, 29, 2, 1
2020/4/30, , 8, 35, 1, 1
2020/5/1, , 6, 35, 1, 1
2020/5/2, , 6, 36, , 1
2020/5/3, , 9, 37, , 1
2020/5/4, , 8, 34, , 1
2020/5/5, , 6, 38, , 1
2020/5/6, , 11, 39, , 1
2020/5/7, , 17, 46, 1, 1
2020/5/8, , 13, 39, 2, 1
2020/5/9, , 11, 35, 1, 1
2020/5/10, , 9, 28, , 1
2020/5/11, , 6, 36, , 1
2020/5/12, , 9, 32, , 1
2020/5/13, , 6, 37, , 1
2020/5/14, , 10, 35, , 1
2020/5/15, , 10, 35, , 1
2020/5/16, , 12, 34, , 1
2020/5/17, , 10, 28, , 1
2020/5/18, , 7, 32, , 1
2020/5/19, , 9, 35, 1, 
2020/5/20, , 11, 36, 3, 1
2020/5/21, , 13, 37, 1, 1
2020/5/22, , 12, 31, , 1
2020/5/23, , 14, 31, , 1
2020/5/24, , 14, 31, , 1
2020/5/25, , 15, 33, 2, 1
2020/5/26, , 8, 32, , 1
2020/5/27, , 10, 31, , 1
2020/5/28, , 11, 36, 1, 1
2020/5/29, , 12, 33, 1, 1
2020/5/30, , 10, 30, , 1
2020/5/31, , 9, 34, 1, 1
2020/6/1, , 9, 36, 1, 
2020/6/2, , 9, 37, 1, 1
2020/6/3, , 9, 34, 1, 1
2020/6/4, , 16, 35, , 1
2020/6/5, , 6, 32, , 1
2020/6/6, , 9, 34, 1, 1
2020/6/7, , 10, 34, , 1
2020/6/8, , 8, 32, , 1
2020/6/9, , 10, 35, 1, 1
2020/6/10, , 11, 30, 1, 1
2020/6/11, , 10, 27, 1, 1
2020/6/12, , 12, 29, , 1
2020/6/13, , 13, 31, , 1
2020/6/14, , 11, 38, , 1
2020/6/15, , 11, 45, 1, 1
2020/6/16, , 13, 42, 3, 1
2020/6/17, , 14, 39, 2, 1
2020/6/18, , 11, 35, 2, 1
2020/6/19, , 12, 31, , 1
2020/6/20, , 9, 32, , 1
2020/6/21, , 10, 31, , 1
2020/6/22, , 9, 32, , 1
2020/6/23, , 14, 38, 2, 2
2020/6/24, , 21, 42, 2, 1
2020/6/25, , 14, 46, 1, 1
2020/6/26, , 17, 47, 1, 1
2020/6/27, , 13, 32, 1, 1
2020/6/28, , 9, 38, , 1
2020/6/29, , 11, 26, , 1
2020/6/30, , 10, 31, , 1
2020/1/1, , 15, 20, 3, 1
2020/1/2, , 12, 31, 2, 1
2020/1/3, , 10, 34, , 1
2020/1/4, , 13, 24, 2, 1
2020/1/5, , 11, 27, 1, 1
2020/1/6, , 5, 25, 3, 1
2020/1/7, , 11, 27, 2, 1
2020/1/8, , 15, 22, 5, 
2020/1/9, , 10, 24, 2, 
2020/1/10, , 7, 24, 1, 
2020/1/11, , 7, 23, 2, 
2020/1/12, , 5, 25, 2, 
2020/1/13, , 10, 26, 3, 1
2020/1/14, , 7, 33, 1, 1
2020/1/15, , 8, 29, 2, 1
2020/1/16, , 15, 13, 7, 1
2020/1/17, , 12, 30, 1, 1
2020/1/18, , 9, 29, 1, 1
2020/1/19, , 16, 27, 1, 1
2020/1/20, , 14, 31, , 1
2020/1/21, , 19, 33, 1, 1
2020/1/22, , 7, 28, 1, 1
2020/1/23, , 5, 25, 1, 1
2020/1/24, , 4, 27, 1, 1
2020/1/25, , 5, 15, 5, 1
2020/1/26, , 9, 13, 6, 2
2020/1/27, , 13, 24, 4, 1
2020/1/28, , 7, 30, 1, 1
2020/1/29, , 10, 29, 1, 1
2020/1/30, , 8, 32, 1, 1
2020/1/31, , 13, 31, 1, 1
2020/2/1, , 9, 30, , 1
2020/2/2, , 12, 32, 3, 1
2020/2/3, , 11, 31, , 1
2020/2/4, , 11, 30, 1, 1
2020/2/5, , 10, 31, 1, 1
2020/2/6, , 9, 26, 4, 1
2020/2/7, , 6, 26, 3, 1
2020/2/8, , 8, 39, 3, 1
2020/2/9, , 9, 34, , 1
2020/2/10, , 11, 34, , 1
2020/2/11, , 9, 32, , 1
2020/2/12, , 11, 30, 2, 1
2020/2/13, , 11, 24, 5, 1
2020/2/14, , 11, 24, 3, 1
2020/2/15, , 9, 39, 1, 1
2020/2/16, , 6, 35, , 1
2020/2/17, , 18, 31, , 1
2020/2/18, , 14, 31, 1, 1
2020/2/19, , 7, 27, 3, 1
2020/2/20, , 10, 32, , 1
2020/2/21, , 14, 35, , 1
2020/2/22, , 8, 33, , 1
2020/2/23, , 14, 33, 1, 1
2020/2/24, , 11, 30, , 1
2020/2/25, , 7, 27, 1, 1
2020/2/26, , 5, 25, 5, 1
2020/2/27, , 8, 33, 1, 1
2020/2/28, , 11, 36, 3, 1
2020/2/29, , 9, 31, 1, 1
2020/3/1, , 9, 25, 5, 1
2020/3/2, , 11, 18, 4, 1
2020/3/3, , 9, 32, 1, 1
2020/3/4, , 9, 30, 1, 1
2020/3/5, , 8, 31, 2, 1
2020/3/6, , 12, 27, 1, 1
2020/3/7, , 11, 27, 2, 1
2020/3/8, , 11, 28, 3, 1
2020/3/9, , 8, 31, 2, 1
2020/3/10, , 6, 34, , 1
2020/3/11, , 14, 34, , 1
2020/3/12, , 13, 35, , 1
2020/3/13, , 11, 33, 1, 1
2020/3/14, , 9, 29, 1, 1
2020/3/15, , 10, 30, 1, 1
2020/3/16, , 10, 31, 1, 1
2020/3/17, , 11, 25, 1, 1
2020/3/18, , 8, 34, , 1
2020/3/19, , 12, 29, , 1
2020/3/20, , 10, 31, 1, 1
2020/3/21, , 6, 32, , 1
2020/3/22, , 6, 31, 3, 1
2020/3/23, , 10, 34, 3, 1
2020/3/24, , 12, 37, 3, 1
2020/3/25, , 18, 41, 4, 1
2020/3/26, , 19, 40, 4, 1
2020/3/27, , 23, 34, 2, 1
2020/3/28, , 16, 30, , 1
2020/3/29, , 6, , , 
2019/10/1, , 11, 27, , 1
2019/10/2, , 9, 18, , 1
2019/10/3, , 5, 19, 2, 1
2019/10/4, , 6, 23, 1, 1
2019/10/5, , 7, 24, 2, 1
2019/10/6, , 6, 26, 3, 
2019/10/7, , 7, 22, 2, 
2019/10/8, , 11, 22, 1, 1
2019/10/9, , 11, 25, , 1
2019/10/10, , 9, 30, 1, 1
2019/10/11, , 10, 25, , 1
2019/10/12, , 12, 21, 2, 1
2019/10/13, , 11, 28, 1, 1
2019/10/14, , 14, 22, 3, 1
2019/10/15, , 14, 18, 2, 1
2019/10/16, , 14, 13, 3, 1
2019/10/17, , 7, 28, 3, 1
2019/10/18, , 7, 22, 2, 1
2019/10/19, , 12, 15, 3, 1
2019/10/20, , 11, 11, 5, 1
2019/10/21, , 14, 26, 2, 1
2019/10/22, , 9, 26, 4, 1
2019/10/23, , 12, 16, 4, 1
2019/10/24, , 16, 23, 2, 1
2019/10/25, , 12, 25, 1, 1
2019/10/26, , 9, 30, , 1
2019/10/27, , 7, 29, 1, 1
2019/10/28, , 6, 27, 3, 1
2019/10/29, , 5, 25, 5, 1
2019/10/30, , 7, 26, 2, 1
2019/10/31, , 7, 24, 5, 1
2019/11/1, , 10, 13, 4, 1
2019/11/2, , 8, 12, 5, 1
2019/11/3, , 9, 23, 1, 1
2019/11/4, , 4, 18, 1, 1
2019/11/5, , 4, 25, 2, 1
2019/11/6, , 7, 15, 7, 1
2019/11/7, , 10, 16, 8, 1
2019/11/8, , 11, 14, 3, 1
2019/11/9, , 10, 12, 3, 1
2019/11/10, , 8, 18, 4, 1
2019/11/11, , 9, 17, 4, 1
2019/11/12, , 10, 16, 6, 2
2019/11/13, , 10, 13, 8, 1
2019/11/14, , 11, 25, 2, 
2019/11/15, , 8, 19, 3, 1
2019/11/16, , 12, 20, 5, 1
2019/11/17, , 9, 14, 3, 1
2019/11/18, , 19, 23, 4, 1
2019/11/19, , 7, 17, 8, 1
2019/11/20, , 16, 18, 4, 1
2019/11/21, , 9, 10, 4, 2
2019/11/22, , 10, 14, 3, 2
2019/11/23, , 18, 17, 2, 1
2019/11/24, , 15, 14, 2, 2
2019/11/25, , 20, 13, 6, 2
2019/11/26, , 21, 5, 7, 2
2019/11/27, , 10, 18, 5, 1
2019/11/28, , 5, 29, , 1
2019/11/29, , 6, 27, 1, 1
2019/11/30, , 8, 25, 1, 1
2019/12/1, , 7, 29, 1, 1
2019/12/2, , 6, 27, 3, 1
2019/12/3, , 7, 27, 2, 1
2019/12/4, , 12, 19, 5, 1
2019/12/5, , 10, 17, 4, 1
2019/12/6, , 5, 33, , 1
2019/12/7, , 8, 34, , 1
2019/12/8, , 8, 31, , 1
2019/12/9, , 11, 28, 5, 1
2019/12/10, , 12, 23, 4, 1
2019/12/11, , 11, 16, 5, 1
2019/12/12, , 7, 18, 4, 1
2019/12/13, , 11, 33, 3, 1
2019/12/14, , 9, 34, 1, 1
2019/12/15, , 11, 27, 3, 1
2019/12/16, , 14, 15, 10, 1
2019/12/17, , 10, 28, 2, 1
2019/12/18, , 11, 18, 6, 1
2019/12/19, , 11, 9, 7, 2
2019/12/20, , 17, 18, 5, 1
2019/12/21, , 10, 22, 3, 1
2019/12/22, , 8, 24, 3, 1
2019/12/23, , 9, 23, 2, 1
2019/12/24, , 11, 24, 2, 1
2019/12/25, , 7, 25, , 1
2019/12/26, , 5, 20, , 1
2019/12/27, , 5, 21, 2, 1
2019/12/28, , 5, 19, 4, 1
2019/12/29, , 6, , , 
2019/7/1, , 10, 28, , 
2019/7/2, , 9, 29, , 
2019/7/3, , 9, 25, , 
2019/7/4, , 9, 30, , 
2019/7/5, , 8, 29, , 
2019/7/6, , 9, 27, , 
2019/7/7, , 13, 27, , 
2019/7/8, , 10, 29, , 
2019/7/9, , 12, 33, , 
2019/7/10, , 9, 37, , 1
2019/7/11, , 11, 40, 2, 1
2019/7/12, , 14, 40, 1, 1
2019/7/13, , 13, 29, , 1
2019/7/14, , 10, 31, , 1
2019/7/15, , 15, 29, , 
2019/7/16, , 9, 31, , 
2019/7/17, , 8, 37, 2, 
2019/7/18, , 12, 35, 2, 1
2019/7/19, , 13, 37, 1, 
2019/7/20, , 12, 28, , 1
2019/7/21, , 14, 23, , 1
2019/7/22, , 10, 25, , 1
2019/7/23, , 25, 37, 2, 1
2019/7/24, , 19, 26, 2, 1
2019/7/25, , 10, 36, 2, 1
2019/7/26, , 14, 37, , 1
2019/7/27, , 18, 37, 1, 1
2019/7/28, , 15, 44, 1, 1
2019/7/29, , 23, 31, 2, 1
2019/7/30, , 15, 27, 1, 1
2019/7/31, , 8, 25, 2, 1
2019/8/1, , 7, 30, 1, 1
2019/8/2, , 9, 37, 1, 1
2019/8/3, , 11, 33, 1, 1
2019/8/4, , 14, 37, , 1
2019/8/5, , 14, 34, 1, 1
2019/8/6, , 15, 35, 1, 1
2019/8/7, , 14, 31, 1, 1
2019/8/8, , 12, 31, , 1
2019/8/9, , 13, 30, , 1
2019/8/10, , 13, 34, , 1
2019/8/11, , 20, 33, 1, 1
2019/8/12, , 17, 27, 1, 1
2019/8/13, , 10, 33, 1, 1
2019/8/14, , 11, 32, 3, 1
2019/8/15, , 13, 30, , 1
2019/8/16, , 10, 29, 2, 1
2019/8/17, , 12, 23, 1, 1
2019/8/18, , 9, 29, 1, 1
2019/8/19, , 13, 31, 1, 1
2019/8/20, , 13, 32, 1, 1
2019/8/21, , 10, 48, 3, 1
2019/8/22, , 15, 37, 1, 1
2019/8/23, , 15, 30, 2, 1
2019/8/24, , 12, 58, 3, 1
2019/8/25, , 16, 48, 3, 1
2019/8/26, , 19, 39, 4, 1
2019/8/27, , 23, 47, 4, 1
2019/8/28, , 26, 45, 1, 1
2019/8/29, , 16, 37, 2, 1
2019/8/30, , 9, 45, 2, 1
2019/8/31, , 15, 39, , 1
2019/9/1, , 10, 30, , 1
2019/9/2, , 6, 30, , 1
2019/9/3, , 7, 30, 1, 1
2019/9/4, , 10, 31, , 1
2019/9/5, , 6, 26, 1, 1
2019/9/6, , 9, 26, 1, 1
2019/9/7, , 10, 28, 3, 1
2019/9/8, , 10, 24, 3, 1
2019/9/9, , 8, 27, , 1
2019/9/10, , 7, 34, 1, 1
2019/9/11, , 8, 23, , 1
2019/9/12, , 12, 29, , 1
2019/9/13, , 11, 27, , 1
2019/9/14, , 10, 29, , 1
2019/9/15, , 14, 31, , 1
2019/9/16, , 15, 28, , 1
2019/9/17, , 11, 26, , 1
2019/9/18, , 9, 26, 2, 1
2019/9/19, , 7, 24, , 1
2019/9/20, , 7, 23, 1, 1
2019/9/21, , 12, 25, 3, 1
2019/9/22, , 9, 23, 2, 1
2019/9/23, , 10, 19, 3, 1
2019/9/24, , 21, 28, 4, 1
2019/9/25, , 21, 22, 3, 1
2019/9/26, , 24, 23, 2, 1
2019/9/27, , 10, 22, 1, 1
2019/9/28, , 9, 23, 1, 1
2019/9/29, , 7, 32, , 1
2019/9/30, , 11, 27, , 1
2019/4/1, , 9, 38, 2, 1
2019/4/2, , 25, 34, 5, 1
2019/4/3, , 40, 41, 5, 1
2019/4/4, , 47, 44, 4, 2
2019/4/5, , 46, 40, 4, 2
2019/4/6, , 41, 43, 4, 1
2019/4/7, , 31, 43, 2, 1
2019/4/8, , 9, 32, 1, 2
2019/4/9, , 7, 32, 1, 1
2019/4/10, , 10, 32, 2, 1
2019/4/11, , 8, 35, 3, 5
2019/4/12, , 8, 36, 1, 1
2019/4/13, , 9, 39, 1, 2
2019/4/14, , 10, 39, 2, 2
2019/4/15, , 11, 40, 2, 2
2019/4/16, , 14, 40, 5, 1
2019/4/17, , 19, 49, 3, 2
2019/4/18, , 17, 49, 3, 4
2019/4/19, , 13, 50, 3, 5
2019/4/20, , 14, 52, 3, 5
2019/4/21, , 14, 45, 3, 8
2019/4/22, , 16, 51, 2, 37
2019/4/23, , 57, 44, 3, 11
2019/4/24, , 42, 41, 4, 1
2019/4/25, , 28, 47, 5, 1
2019/4/26, , 28, 37, 1, 1
2019/4/27, , 6, 39, 1, 1
2019/4/28, , 7, 42, 1, 1
2019/4/29, , 13, 44, 4, 1
2019/4/30, , 20, 43, 1, 1
2019/5/1, , 15, 43, , 1
2019/5/2, , 17, 34, , 1
2019/5/3, , 8, 36, , 1
2019/5/4, , 6, 38, , 1
2019/5/5, , 11, 37, , 1
2019/5/6, , 10, 33, , 1
2019/5/7, , 11, 38, 3, 1
2019/5/8, , 10, 37, 3, 1
2019/5/9, , 15, 33, 4, 1
2019/5/10, , 8, 38, , 1
2019/5/11, , 11, 33, , 1
2019/5/12, , 12, 35, 1, 1
2019/5/13, , 10, 33, 2, 1
2019/5/14, , 8, 35, 2, 1
2019/5/15, , 9, 41, 2, 1
2019/5/16, , 13, 32, 1, 1
2019/5/17, , 10, 36, 2, 1
2019/5/18, , 10, 36, 2, 1
2019/5/19, , 10, 38, 1, 1
2019/5/20, , 7, 24, 3, 1
2019/5/21, , 13, 32, 2, 1
2019/5/22, , 8, 44, 1, 1
2019/5/23, , 11, 39, 1, 1
2019/5/24, , 9, 35, , 1
2019/5/25, , 9, 31, 1, 1
2019/5/26, , 7, 30, , 1
2019/5/27, , 9, 38, , 1
2019/5/28, , 10, 32, , 1
2019/5/29, , 10, 31, 2, 1
2019/5/30, , 11, 31, , 1
2019/5/31, , 8, 29, 1, 1
2019/6/1, , 9, 34, 1, 
2019/6/2, , 8, 42, 3, 1
2019/6/3, , 13, 30, 1, 1
2019/6/4, , 12, 53, 3, 1
2019/6/5, , 22, 47, 1, 1
2019/6/6, , 21, 31, 1, 1
2019/6/7, , 8, 33, 1, 1
2019/6/8, , 11, 39, , 1
2019/6/9, , 11, 34, 2, 1
2019/6/10, , 10, 42, 2, 1
2019/6/11, , 14, 34, 1, 1
2019/6/12, , 13, 37, 2, 1
2019/6/13, , 9, 43, 2, 1
2019/6/14, , 10, 39, 2, 1
2019/6/15, , 12, 38, , 1
2019/6/16, , 9, 34, 1, 1
2019/6/17, , 9, 42, 3, 1
2019/6/18, , 17, 51, 3, 1
2019/6/19, , 16, 44, 1, 1
2019/6/20, , 10, 36, , 
2019/6/21, , 8, , , 
2019/6/22, , 8, , 2, 1
2019/6/23, , 17, 35, 3, 2
2019/6/24, , 22, 48, 3, 1
2019/6/25, , 17, 51, 3, 1
2019/6/26, , 17, 32, , 
2019/6/27, , 13, 35, , 
2019/6/28, , 14, 28, , 
2019/6/29, , 12, 66, 1, 1
2019/6/30, , 18, 30, , 
2019/1/1, , 20, 32, , 1
2019/1/2, , 12, 30, 2, 1
2019/1/3, , 8, 29, 1, 1
2019/1/4, , 10, 24, 3, 1
2019/1/5, , 8, 18, 6, 2
2019/1/6, , 10, 27, 2, 1
2019/1/7, , 6, 30, 1, 1
2019/1/8, , 7, 31, , 1
2019/1/9, , 6, 26, 4, 1
2019/1/10, , 6, 30, 1, 1
2019/1/11, , 17, 31, 1, 1
2019/1/12, , 11, 32, , 1
2019/1/13, , 7, 33, , 1
2019/1/14, , 13, 30, 1, 1
2019/1/15, , 10, , , 
2019/3/6, , 9, 32, 4, 1
2019/3/7, , 8, 37, 1, 1
2019/3/8, , 13, 39, 1, 1
2019/3/9, , 11, 37, , 1
2019/3/10, , 12, 36, 3, 1
2019/3/11, , 8, 32, 2, 1
2019/3/12, , 7, 33, 2, 1
2019/3/13, , 7, 33, 3, 1
2019/3/14, , 8, 33, 1, 1
2019/3/15, , 8, 37, 1, 1
2019/3/16, , 11, 39, , 1
2019/3/17, , 9, 34, 1, 1
2019/3/18, , 12, 37, 1, 1
2019/3/19, , 9, 28, 3, 1
2019/3/20, , 11, 24, 3, 1
2019/3/21, , 11, 25, 2, 1
2019/3/22, , 7, 35, 1, 1
2019/3/23, , 14, 36, , 1
2019/3/24, , 14, 38, 1, 1
2019/3/25, , 9, 38, 1, 1
2019/3/26, , 11, 35, 1, 1
2019/3/27, , 7, 33, 1, 1
2019/3/28, , 7, 36, 1, 1
2019/3/29, , 9, 39, 2, 1
2019/3/30, , 13, 38, , 1
2019/3/31, , 10, 34, 3, 1
2018/10/1, , 7, 29, 1, 1
2018/10/2, , 10, 30, , 1
2018/10/3, , 12, 24, 1, 1
2018/10/4, , 10, 17, 4, 1
2018/10/5, , 15, 26, 2, 1
2018/10/6, , 11, 30, 1, 1
2018/10/7, , 7, 24, 2, 1
2018/10/8, , 11, 21, 3, 1
2018/10/9, , 14, 22, 10, 1
2018/10/10, , 18, 37, 4, 2
2018/10/11, , 26, 22, 7, 2
2018/10/12, , 33, 27, 5, 2
2018/10/13, , 23, 32, 4, 2
2018/10/14, , 31, 22, 7, 2
2018/10/15, , 30, 12, 11, 2
2018/10/16, , 29, 13, 11, 2
2018/10/17, , 16, 30, 2, 1
2018/10/18, , 10, 31, 2, 1
2018/10/19, , 9, 28, 1, 1
2018/10/20, , 10, 22, 2, 1
2018/10/21, , 13, 29, , 1
2018/10/22, , 13, 34, , 1
2018/10/23, , 9, , , 
2018/10/25, , 10, 30, 2, 
2018/10/26, , 7, 26, , 
2018/10/27, , 6, 20, 1, 
2018/10/28, , 5, 21, 1, 1
2018/10/29, , 5, 11, 4, 1
2018/10/30, , 14, 19, 4, 1
2018/10/31, , 10, 13, 8, 1
2018/11/1, , 14, 25, 4, 1
2018/11/2, , 12, 27, 2, 1
2018/11/3, , 8, 22, 2, 1
2018/11/4, , 10, 11, 4, 1
2018/11/5, , 21, 8, 9, 2
2018/11/6, , 27, 11, 10, 2
2018/11/7, , 25, 2, 10, 2
2018/11/8, , 12, 16, 6, 1
2018/11/9, , 11, 10, 5, 1
2018/11/10, , 17, 14, 5, 1
2018/11/11, , 17, 16, 5, 1
2018/11/12, , 7, 24, 2, 1
2018/11/13, , 9, 22, 2, 1
2018/11/14, , 13, 17, 7, 1
2018/11/15, , 14, 20, 3, 1
2018/11/16, , 11, 16, 3, 1
2018/11/17, , 13, 23, , 1
2018/11/18, , 6, 23, , 1
2018/11/19, , 4, 22, 1, 1
2018/11/20, , 4, 26, 2, 1
2018/11/21, , 7, 24, 2, 1
2018/11/22, , 8, 21, 3, 1
2018/11/23, , 15, 15, 3, 1
2018/11/24, , 10, 18, 2, 1
2018/11/25, , 5, 25, 7, 1
2018/11/26, , 7, 19, 11, 1
2018/11/27, , 10, 27, 5, 1
2018/11/28, , 8, 16, 7, 2
2018/11/29, , 18, 11, 10, 2
2018/11/30, , 16, 16, 6, 1
2018/12/1, , 16, 11, 6, 1
2018/12/2, , 6, 26, 1, 1
2018/12/3, , 9, 32, , 1
2018/12/4, , 15, 25, 5, 1
2018/12/5, , 11, 17, 8, 1
2018/12/6, , 8, 22, 3, 1
2018/12/7, , 5, 30, , 1
2018/12/8, , 8, 26, 1, 1
2018/12/9, , 9, 24, , 1
2018/12/10, , 12, 14, 1, 1
2018/12/11, , 6, 18, 3, 1
2018/12/12, , 6, 16, 2, 1
2018/12/13, , 5, 16, 2, 1
2018/12/14, , 6, 16, 2, 1
2018/12/15, , 6, 17, 2, 1
2018/12/16, , 10, 10, 10, 2
2018/12/17, , 17, 14, 6, 2
2018/12/18, , 12, 16, 5, 1
2018/12/19, , 10, 6, 8, 2
2018/12/20, , 13, 13, 6, 2
2018/12/21, , 6, 15, 2, 2
2018/12/22, , 8, 20, 4, 2
2018/12/23, , 7, 22, 1, 1
2018/12/24, , 6, 25, , 1
2018/12/25, , 11, 26, , 1
2018/12/26, , 10, 24, , 1
2018/12/27, , 8, 27, 1, 1
2018/12/28, , 8, 26, 1, 1
2018/12/29, , 7, 28, 1, 1
2018/12/30, , 9, , , 
2018/7/1, , 7, 35, , 
2018/7/2, , 7, 39, , 1
2018/7/3, , 11, 37, 1, 1
2018/7/4, , 14, 28, , 1
2018/7/5, , 5, 34, , 1
2018/7/6, , 17, 36, , 1
2018/7/7, , 18, 38, 1, 1
2018/7/8, , 13, 28, , 1
2018/7/9, , 15, 28, 2, 1
2018/7/10, , 18, 35, 2, 1
2018/7/11, , 14, 36, 1, 1
2018/7/12, , 13, 40, 1, 1
2018/7/13, , 12, 29, , 1
2018/7/14, , 8, 39, , 1
2018/7/15, , 11, 43, 1, 1
2018/7/16, , 12, 34, 2, 1
2018/7/17, , 14, 42, 2, 1
2018/7/18, , 12, 36, , 1
2018/7/19, , 9, 38, , 1
2018/7/20, , 12, 44, , 1
2018/7/21, , 11, 46, 1, 1
2018/7/22, , 15, 28, , 1
2018/7/23, , 12, 28, 2, 1
2018/7/24, , 14, 47, 2, 1
2018/7/25, , 17, 41, , 1
2018/7/26, , 12, 43, 1, 1
2018/7/27, , 21, 46, 1, 1
2018/7/28, , 20, 41, 2, 1
2018/7/29, , 14, 49, 4, 1
2018/7/30, , 20, 45, 3, 1
2018/7/31, , 18, 35, 2, 1
2018/8/1, , 10, 43, 3, 1
2018/8/2, , 15, 51, 2, 1
2018/8/3, , 17, 35, , 1
2018/8/4, , 10, 29, , 1
2018/8/5, , 8, 35, , 1
2018/8/6, , 14, 54, 3, 1
2018/8/7, , 20, 71, 2, 1
2018/8/8, , 28, 48, 1, 1
2018/8/9, , 19, 36, 1, 1
2018/8/10, , 12, 34, 1, 1
2018/8/11, , 11, 28, , 1
2018/8/12, , 9, 34, 3, 1
2018/8/13, , 11, 39, 1, 1
2018/8/14, , 9, 30, , 1
2018/8/15, , 10, 41, 3, 1
2018/8/16, , 16, 29, 2, 1
2018/8/17, , 12, 33, 1, 1
2018/8/18, , 14, 27, 1, 1
2018/8/19, , 14, 29, , 1
2018/8/20, , 9, 32, 1, 1
2018/8/21, , 10, 37, 2, 1
2018/8/22, , 17, 44, 2, 1
2018/8/23, , 19, 26, , 1
2018/8/24, , 10, 27, 1, 1
2018/8/25, , 8, 31, , 1
2018/8/26, , 7, 25, 2, 1
2018/8/27, , 12, 30, 1, 1
2018/8/28, , 11, 29, 5, 1
2018/8/29, , 12, 32, 3, 2
2018/8/30, , 14, 30, , 2
2018/8/31, , 9, 30, , 1
2018/9/1, , 8, 29, 1, 1
2018/9/2, , 10, 34, 2, 1
2018/9/3, , 11, 32, 2, 1
2018/9/4, , 11, 35, 3, 1
2018/9/5, , 11, 41, 4, 1
